,X,Date.Time,Asset,Serial.Number,Type,Raw.Payload,Name.Value.Pairs,Latitude,Longitude,Dog,DateTime
2018,2018,43821.51528,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.670872, longitude=152.184119, cause=TURNEDON, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, ",-32.670872,152.184119,DINGO-004,2019-12-22 12:22:00
2019,2019,43821.48125,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.668855, longitude=152.184527, cause=TURNEDON, input 2=Level1, GPS Quality=3D, Battery Low=Good, input 1=Level1, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=0, ",-32.668855,152.184527,DINGO-004,2019-12-22 11:33:00
2020,2020,43821.47708,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.667042, longitude=152.182896, cause=TURNEDON, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, Battery Low=Good, input 2=Level1, GPS Quality=3D, ",-32.667042,152.182896,DINGO-004,2019-12-22 11:27:00
2021,2021,43821.45208,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.659714, longitude=152.185771, cause=TURNEDON, Battery Low=Good, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, ",-32.659714,152.185771,DINGO-004,2019-12-22 10:51:00
2022,2022,43821.44722,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.658867, longitude=152.185965, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.658867,152.185965,DINGO-004,2019-12-22 10:44:00
2023,2023,43821.43611,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.656496, longitude=152.183325, cause=TURNEDON, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.656496,152.183325,DINGO-004,2019-12-22 10:28:00
2024,2024,43821.42847,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.652923, longitude=152.191565, cause=TURNEDON, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.652923,152.191565,DINGO-004,2019-12-22 10:17:00
2025,2025,43821.36111,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.647473, longitude=152.195041, cause=TURNEDON, GPSFix=3D, input 1=Level1, GPS Quality=3D, input 2=Level1, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, ",-32.647473,152.195041,DINGO-004,2019-12-22 08:40:00
2026,2026,43821.34306,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.647494, longitude=152.195041, cause=TURNEDON, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.647494,152.195041,DINGO-004,2019-12-22 08:14:00
2027,2027,43821.33958,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.647387, longitude=152.195041, cause=TURNEDON, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, GPSFix=3D, ",-32.647387,152.195041,DINGO-004,2019-12-22 08:09:00
2028,2028,43821.33333,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.647419, longitude=152.194977, cause=TURNEDON, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, ",-32.647419,152.194977,DINGO-004,2019-12-22 08:00:00
2029,2029,43821.32014,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.647387, longitude=152.194998, cause=TURNEDON, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, ",-32.647387,152.194998,DINGO-004,2019-12-22 07:41:00
2030,2030,43821.31597,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.647365, longitude=152.194998, cause=TURNEDON, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, ",-32.647365,152.194998,DINGO-004,2019-12-22 07:35:00
2031,2031,43821.30903,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.647451, longitude=152.194977, cause=TURNEDON, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, ",-32.647451,152.194977,DINGO-004,2019-12-22 07:25:00
2032,2032,43821.30764,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.647387, longitude=152.194998, cause=TURNEDON, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, ",-32.647387,152.194998,DINGO-004,2019-12-22 07:23:00
2033,2033,43821.30556,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.647376, longitude=152.194998, cause=TURNEDON, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, ",-32.647376,152.194998,DINGO-004,2019-12-22 07:20:00
2034,2034,43821.30417,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.647398, longitude=152.194998, cause=TURNEDON, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.647398,152.194998,DINGO-004,2019-12-22 07:18:00
2035,2035,43821.29931,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.647355, longitude=152.194955, cause=TURNEDON, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.647355,152.194955,DINGO-004,2019-12-22 07:11:00
2036,2036,43821.27639,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.631991, longitude=152.195363, cause=TURNEDON, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.631991,152.195363,DINGO-004,2019-12-22 06:38:00
2037,2037,43821.26736,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.632281, longitude=152.195106, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.632281,152.195106,DINGO-004,2019-12-22 06:25:00
2038,2038,43821.24375,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.632442, longitude=152.192209, cause=TURNEDON, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.632442,152.192209,DINGO-004,2019-12-22 05:51:00
2039,2039,43821.21736,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.630113, longitude=152.186608, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.630113,152.186608,DINGO-004,2019-12-22 05:13:00
2040,2040,43821.20625,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.630253, longitude=152.186651, cause=TURNEDON, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.630253,152.186651,DINGO-004,2019-12-22 04:57:00
2041,2041,43821.2,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.630285, longitude=152.186694, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.630285,152.186694,DINGO-004,2019-12-22 04:48:00
2042,2042,43821.19861,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.630242, longitude=152.186608, cause=TURNEDON, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, ",-32.630242,152.186608,DINGO-004,2019-12-22 04:46:00
2043,2043,43821.19583,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.630231, longitude=152.18648, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.630231,152.18648,DINGO-004,2019-12-22 04:42:00
2044,2044,43821.14653,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.631487, longitude=152.186136, cause=TURNEDON, input 1=Level1, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=0, input 2=Level1, GPS Quality=3D, Battery Low=Good, ",-32.631487,152.186136,DINGO-004,2019-12-22 03:31:00
2045,2045,43821.12569,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.631401, longitude=152.186158, cause=TURNEDON, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, ",-32.631401,152.186158,DINGO-004,2019-12-22 03:01:00
2046,2046,43821.11458,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.631347, longitude=152.186222, cause=TURNEDON, Battery Low=Good, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, ",-32.631347,152.186222,DINGO-004,2019-12-22 02:45:00
2047,2047,43821.09444,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.631294, longitude=152.186179, cause=TURNEDON, Battery Low=Good, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, ",-32.631294,152.186179,DINGO-004,2019-12-22 02:16:00
2048,2048,43821.04583,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.631272, longitude=152.186201, cause=TURNEDON, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, ",-32.631272,152.186201,DINGO-004,2019-12-22 01:06:00
2049,2049,43820.93958,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.631369, longitude=152.186286, cause=TURNEDON, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, ",-32.631369,152.186286,DINGO-004,2019-12-21 22:33:00
2050,2050,43820.88681,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.631294, longitude=152.186244, cause=TURNEDON, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, GPSFail Abort=0, inMotion=no, ",-32.631294,152.186244,DINGO-004,2019-12-21 21:17:00
2051,2051,43820.87431,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.631176, longitude=152.186136, cause=TURNEDON, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, ",-32.631176,152.186136,DINGO-004,2019-12-21 20:59:00
2052,2052,43820.84861,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.630832, longitude=152.191865, cause=TURNEDON, Battery Low=Good, GPSFix=3D, input 2=Level1, GPS Quality=3D, inMotion=no, input 1=Level1, GPSFail Abort=0, network type=Satellite, ",-32.630832,152.191865,DINGO-004,2019-12-21 20:22:00
2053,2053,43820.80903,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.631508, longitude=152.193239, cause=TURNEDON, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, ",-32.631508,152.193239,DINGO-004,2019-12-21 19:25:00
2054,2054,43820.79583,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.630703, longitude=152.202487, cause=TURNEDON, input 1=Level1, Battery Low=Good, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, ",-32.630703,152.202487,DINGO-004,2019-12-21 19:06:00
2055,2055,43820.79236,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.630639, longitude=152.2018, cause=LOCATION, GPSFix=3D, inMotion=no, input 1=Level1, Battery Low=Good, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, ",-32.630639,152.2018,DINGO-004,2019-12-21 19:01:00
2056,2056,43820.72847,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.641046, longitude=152.181737, cause=TURNEDON, inMotion=no, GPSFail Abort=0, GPSFix=3D, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, ",-32.641046,152.181737,DINGO-004,2019-12-21 17:29:00
2057,2057,43820.62708,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.680818, longitude=152.178948, cause=TURNEDON, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, ",-32.680818,152.178948,DINGO-004,2019-12-21 15:03:00
2058,2058,43820.625,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.679101, longitude=152.176051, cause=TURNEDON, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, ",-32.679101,152.176051,DINGO-004,2019-12-21 15:00:00
2059,2059,43820.58472,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.672739, longitude=152.183433, cause=TURNEDON, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, Battery Low=Good, input 2=Level1, GPS Quality=3D, ",-32.672739,152.183433,DINGO-004,2019-12-21 14:02:00
2060,2060,43820.57847,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.672803, longitude=152.184548, cause=TURNEDON, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, ",-32.672803,152.184548,DINGO-004,2019-12-21 13:53:00
2061,2061,43820.57708,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.673404, longitude=152.184634, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.673404,152.184634,DINGO-004,2019-12-21 13:51:00
2062,2062,43820.56597,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.668941, longitude=152.185063, cause=TURNEDON, GPSFix=3D, inMotion=no, input 1=Level1, Battery Low=Good, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, ",-32.668941,152.185063,DINGO-004,2019-12-21 13:35:00
2063,2063,43820.54931,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.671301, longitude=152.182531, cause=TURNEDON, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, ",-32.671301,152.182531,DINGO-004,2019-12-21 13:11:00
2064,2064,43820.54306,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.669982, longitude=152.184119, cause=TURNEDON, input 2=Level1, GPS Quality=3D, input 1=Level1, network type=Satellite, Battery Low=Good, inMotion=no, GPSFail Abort=0, GPSFix=3D, ",-32.669982,152.184119,DINGO-004,2019-12-21 13:02:00
2065,2065,43820.50208,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.668844, longitude=152.182574, cause=TURNEDON, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, ",-32.668844,152.182574,DINGO-004,2019-12-21 12:03:00
2066,2066,43820.42847,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.643396, longitude=152.186329, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.643396,152.186329,DINGO-004,2019-12-21 10:17:00
2067,2067,43820.42708,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.643363, longitude=152.186222, cause=TURNEDON, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, ",-32.643363,152.186222,DINGO-004,2019-12-21 10:15:00
2068,2068,43820.42361,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.643396, longitude=152.186329, cause=TURNEDON, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, ",-32.643396,152.186329,DINGO-004,2019-12-21 10:10:00
2069,2069,43820.41597,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.640595, longitude=152.183561, cause=TURNEDON, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, GPSFail Abort=0, inMotion=no, ",-32.640595,152.183561,DINGO-004,2019-12-21 09:59:00
2070,2070,43820.40278,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.640263, longitude=152.183325, cause=TURNEDON, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, ",-32.640263,152.183325,DINGO-004,2019-12-21 09:40:00
2071,2071,43820.39306,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.640327, longitude=152.183282, cause=TURNEDON, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, ",-32.640327,152.183282,DINGO-004,2019-12-21 09:26:00
2072,2072,43820.35764,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.640295, longitude=152.183347, cause=TURNEDON, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, ",-32.640295,152.183347,DINGO-004,2019-12-21 08:35:00
2073,2073,43820.32361,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.64022, longitude=152.183282, cause=TURNEDON, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, GPSFail Abort=0, inMotion=no, ",-32.64022,152.183282,DINGO-004,2019-12-21 07:46:00
2074,2074,43820.27569,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.640274, longitude=152.183368, cause=TURNEDON, input 1=Level1, Battery Low=Good, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, ",-32.640274,152.183368,DINGO-004,2019-12-21 06:37:00
2075,2075,43820.25556,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.640209, longitude=152.183239, cause=TURNEDON, Battery Low=Good, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, ",-32.640209,152.183239,DINGO-004,2019-12-21 06:08:00
2076,2076,43820.21944,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.640306, longitude=152.183175, cause=TURNEDON, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.640306,152.183175,DINGO-004,2019-12-21 05:16:00
2077,2077,43820.21528,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.640327, longitude=152.182961, cause=TURNEDON, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, ",-32.640327,152.182961,DINGO-004,2019-12-21 05:10:00
2078,2078,43820.15,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.640306, longitude=152.183411, cause=TURNEDON, GPSFail Abort=0, inMotion=no, Battery Low=Good, network type=Satellite, input 1=Level1, input 2=Level1, GPS Quality=3D, GPSFix=3D, ",-32.640306,152.183411,DINGO-004,2019-12-21 03:36:00
2079,2079,43820.09444,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.641164, longitude=152.179377, cause=TURNEDON, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, ",-32.641164,152.179377,DINGO-004,2019-12-21 02:16:00
2080,2080,43820.08889,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.640767, longitude=152.179763, cause=TURNEDON, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Good, input 2=Level1, GPS Quality=3D, ",-32.640767,152.179763,DINGO-004,2019-12-21 02:08:00
2081,2081,43819.97014,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.641014, longitude=152.179377, cause=TURNEDON, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, ",-32.641014,152.179377,DINGO-004,2019-12-20 23:17:00
2082,2082,43819.92778,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.640703, longitude=152.179484, cause=TURNEDON, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, ",-32.640703,152.179484,DINGO-004,2019-12-20 22:16:00
2083,2083,43819.87361,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.641143, longitude=152.178798, cause=TURNEDON, input 1=Level1, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=0, input 2=Level1, GPS Quality=3D, Battery Low=Good, ",-32.641143,152.178798,DINGO-004,2019-12-20 20:58:00
2084,2084,43819.82708,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.644629, longitude=152.18648, cause=TURNEDON, Battery Low=Good, GPSFix=3D, input 2=Level1, inMotion=no, GPS Quality=3D, input 1=Level1, GPSFail Abort=0, network type=Satellite, ",-32.644629,152.18648,DINGO-004,2019-12-20 19:51:00
2085,2085,43819.81597,DINGO-004,0-2687054,Standard,1.51E+19,"latitude=-32.647612, longitude=152.187617, cause=TURNEDON, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Good, network type=Satellite, GPSFail Abort=0, inMotion=no, ",-32.647612,152.187617,DINGO-004,2019-12-20 19:35:00
2086,2086,43819.71944,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.6651, longitude=152.175536, cause=LOCATION, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.6651,152.175536,DINGO-004,2019-12-20 17:16:00
2087,2087,43819.62569,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.668018, longitude=152.177939, cause=LOCATION, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, ",-32.668018,152.177939,DINGO-004,2019-12-20 15:01:00
2088,2088,43819.53681,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.668769, longitude=152.18472, cause=LOCATION, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.668769,152.18472,DINGO-004,2019-12-20 12:53:00
2089,2089,43819.45208,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.631637, longitude=152.19341, cause=LOCATION, Battery Low=Replace, input 2=Level1, GPSFix=3D, input 1=Level1, GPS Quality=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, ",-32.631637,152.19341,DINGO-004,2019-12-20 10:51:00
2090,2090,43818.96181,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.631358, longitude=152.19326, cause=LOCATION, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Replace, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.631358,152.19326,DINGO-004,2019-12-19 23:05:00
2091,2091,43818.79653,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.661656, longitude=152.176116, cause=LOCATION, input 1=Level1, inMotion=no, GPSFix=3D, network type=Satellite, GPSFail Abort=0, input 2=Level1, GPS Quality=3D, Battery Low=Replace, ",-32.661656,152.176116,DINGO-004,2019-12-19 19:07:00
2092,2092,43818.70833,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.665261, longitude=152.175493, cause=LOCATION, input 2=Level1, GPS Quality=3D, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, ",-32.665261,152.175493,DINGO-004,2019-12-19 17:00:00
2093,2093,43818.63403,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.66215, longitude=152.183626, cause=LOCATION, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.66215,152.183626,DINGO-004,2019-12-19 15:13:00
2094,2094,43818.55278,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.668984, longitude=152.18472, cause=LOCATION, Battery Low=Replace, input 2=Level1, GPS Quality=3D, GPSFail Abort=0, network type=Satellite, GPSFix=3D, inMotion=no, input 1=Level1, ",-32.668984,152.18472,DINGO-004,2019-12-19 13:16:00
2095,2095,43818.47778,DINGO-004,0-2687054,Standard,3.63E+21,"latitude=-32.631347, longitude=152.186501, cause=LOCATION, input 1=Level1, GPSFix=3D, inMotion=no, GPSFail Abort=3, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, ",-32.631347,152.186501,DINGO-004,2019-12-19 11:28:00
2096,2096,43817.96667,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.654414, longitude=152.187188, cause=LOCATION, GPSFix=3D, inMotion=no, GPSFail Abort=0, network type=Satellite, Battery Low=Replace, input 2=Level1, GPS Quality=3D, input 1=Level1, ",-32.654414,152.187188,DINGO-004,2019-12-18 23:12:00
2097,2097,43817.89097,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.655036, longitude=152.186866, cause=LOCATION, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Replace, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.655036,152.186866,DINGO-004,2019-12-18 21:23:00
2098,2098,43817.80278,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.666624, longitude=152.174613, cause=LOCATION, GPSFail Abort=0, inMotion=no, GPSFix=3D, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Replace, network type=Satellite, ",-32.666624,152.174613,DINGO-004,2019-12-18 19:16:00
2099,2099,43817.70972,DINGO-004,0-2687054,Standard,8.89E+19,"latitude=-32.661227, longitude=152.176244, cause=LOCATION, input 1=Level1, input 2=Level1, GPS Quality=3D, Battery Low=Replace, network type=Satellite, GPSFail Abort=0, inMotion=no, GPSFix=3D, ",-32.661227,152.176244,DINGO-004,2019-12-18 17:02:00
